Timestamp,Item Description,Brand,Lot/Serial #,Expiration,IAR #,IAR Date,Delivery Date,Quantity,Pack Size,Loose,Unit,Total,Location,Supplier/Donor,Manufacturer,Origin,Acquisition Mode,Expiration,Remarks,Condition,Fund Source,Acquisition Cost,Category,User,Status
10:52:42 10/15/2022,Cabinet Wooden    ,,,NOT INDICATED,,,,,,,,1,CSS (Warehouse),,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Cabinet Wooden    ,,,NOT INDICATED,,,,,,,,1,CSS (Warehouse),,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,"Cabinet Filing, Steel    ",,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,6200,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,"Table Oval, Wooden    ",,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Table Working    ,,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Table Working    ,,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Table Working    ,,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Table Working    ,,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,"Table End, Rolling    ",,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Table End    ,,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,"Table End, Steel    ",,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,CSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
10:52:42 10/15/2022,Machine Photocopier    ,Kyocera,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,52850,,Kristoffer Ian Buñag,
13:16:54 10/15/2022,Printer Inkjet L110   ,Epson,,NOT INDICATED,,,,,,,,1,COC,,,,Purchase,,Not found in the area.,,,6950,,Kristoffer Ian Buñag,
13:16:54 10/15/2022,Machine Laminating    ,,,NOT INDICATED,,,,,,,,1,COC,,,,Purchase,,Not found in the area.,,,2990,,Kristoffer Ian Buñag,
13:16:54 10/15/2022,Chair Visitor  Black  ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,7560,,Kristoffer Ian Buñag,
13:16:54 10/15/2022,Chair Visitor  Black  ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,7560,,Kristoffer Ian Buñag,
13:16:54 10/15/2022,Chair Office  Black  ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,Condemned.,,,4495,,Kristoffer Ian Buñag,
13:16:54 10/15/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,24985,,Kristoffer Ian Buñag,
13:44:42 10/15/2022,Chair Executive  Black  ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,3250,,Kristoffer Ian Buñag,
13:44:42 10/15/2022,Table Staff    ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,6000,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,"Table Side, Staff    ",,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,3500,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,"Table Side, Officer    ",,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,5000,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Sofa     ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,8000,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,"Cabinet Filing, Steel    ",Corona,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,"Originally from TREU 6-27-12, Donation.",,,6160,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Video Recorder Digital ICD-PX-333   ,Sony,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,3950,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Office  Black  ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,7560,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Office  Black  ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,7560,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Printer 3-in-1 L220   ,Epson,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,Not found in the area.,,,7875,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Printer 3-in-1 L220   ,Epson,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,Not found in the area.,,,7875,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Radio Portable    ,Motorla,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,Retrieve by Jerwin.,,,15000,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks. (1 unit only),,,51990,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,17800,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Computer Laptop/Mobile Aspire E14E5-475   ,Acer,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,,,28150,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Executive TM-528 Black  ,,,NOT INDICATED,,,,,,,,1,OCMPS,,,,Purchase,,Not found in the area.,,,6950,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Executive TM-528 Black  ,,,NOT INDICATED,,,,,,,,1,OCMPS,,,,Purchase,,Not found in the area.,,,4300,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Conference    ,,,NOT INDICATED,,,,,,,,1,CAO/CMPS Conference,,,,Purchase,,Give to NSO.,,,5100,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Conference    ,,,NOT INDICATED,,,,,,,,1,CAO/CMPS Conference,,,,Purchase,,Give to NSO.,,,5100,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Conference    ,,,NOT INDICATED,,,,,,,,1,CAO/CMPS Conference,,,,Purchase,,Give to NSO.,,,5100,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Conference    ,,,NOT INDICATED,,,,,,,,1,CAO/CMPS Conference,,,,Purchase,,Give to NSO.,,,5100,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Conference    ,,,NOT INDICATED,,,,,,,,1,CAO/CMPS Conference,,,,Purchase,,Give to NSO.,,,5100,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Chair Conference    ,,,NOT INDICATED,,,,,,,,1,CAO/CMPS Conference,,,,Purchase,,Give to NSO.,,,5100,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Airconditioner Split    ,LG,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Airconditioner Split    ,LG,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Cabinet Steel    ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Cabinet Steel    ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Computer Laptop/Mobile    ,Acer,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Light Emergency SC-301   ,Biglite,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
13:48:41 10/15/2022,Printer  L360   ,Epson,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Cabinet     ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,0,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Table   Brown  ,,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Phone Intercom Phone    ,Grandstream,,NOT INDICATED,,,,,,,,1,CMPS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Computer Laptop/Mobile    ,Acer,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,IHOMP for repair.,,,53599,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Table Long    ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Printer Laserjet P1006   ,HP,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,"Chair Computer, Executive YM 703   ",,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Airconditioner Split KSW-125RA   ,Koppel,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,5700,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Chair Executive  Black  ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,"1 unit planning, 1 unit Data privacy. Given by Document Control.",,,7000,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Chair Executive  Black  ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,"1 unit planning, 1 unit Data privacy. Given by Document Control.",,,7000,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Chair Visitor  Black  ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,1300,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Chair Visitor  Black  ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,1300,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Computer Desktop Veriton X2665G   ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,34880,,Kristoffer Ian Buñag,
15:33:37 10/15/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,36880,,Kristoffer Ian Buñag,
8:7:18 10/18/2022,Computer Webcam    ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
8:7:18 10/18/2022,Table     ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:7:18 10/18/2022,Chair Office    ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:7:18 10/18/2022,Cabinet Filing    ,Jersey,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,6000,,Kristoffer Ian Buñag,
8:7:18 10/18/2022,Fan Stand SF40Y-B   ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,2500,,Kristoffer Ian Buñag,
8:7:18 10/18/2022,Printer 3-in-1 L3110   ,Epson,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
8:7:18 10/18/2022,Cabinet     ,,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:25:5 10/18/2022,Voice Recorder Digital UX 533   ,Sony,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,At OMCC.,,,5900,,Kristoffer Ian Buñag,
10:25:5 10/18/2022,Voice Recorder  VN 7200   ,Olympus,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,From OMCC.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Phone Tablet Galaxy Tab A   ,Samsung,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Phone Intercom Phone    ,Grandstream,,NOT INDICATED,,,,,,,,1,Planning Department,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Phone Intercom Phone    ,Grandstream,,NOT INDICATED,,,,,,,,1,Data Protection Unit,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Computer Desktop    ,HP,,NOT INDICATED,,,,,,,,1,Data Protection Unit,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Printer 3-in-1 L3210   ,Epson,,NOT INDICATED,,,,,,,,1,Data Protection Unit,,,,Purchase,,No Remarks.,,,9540,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Airconditioner Window HWTAC-15   ,Hanabishi,,NOT INDICATED,,,,,,,,1,Data Protection Unit,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Table Wooden  Brown  ,,,NOT INDICATED,,,,,,,,1,Data Protection Unit,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Chair Monobloc  White  ,,,NOT INDICATED,,,,,,,,1,Data Protection Unit,,,,Purchase,,From PICC.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Fan Ceiling    ,Standard,,NOT INDICATED,,,,,,,,1,Data Protection Unit,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,"Table Long, Wooden    ",,,NOT INDICATED,,,,,,,,1,Data Protection Unit,,,,Purchase,,Fabricated by EFM.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Stand Printer    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Chair Monobloc  White  ,Ruby,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Chair Monobloc  White  ,Ruby,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Chair Monobloc  White  ,Ruby,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Airconditioner Window    ,Condura,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Table Side  Brown  ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Table Computer  Cream  ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
10:39:45 10/18/2022,Table Side    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:19:55 10/18/2022,Printer Scanner DS-7500   ,Epson,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
11:19:55 10/18/2022,Phone Intercom Phone    ,Grandstream,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:19:55 10/18/2022,Table Side    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:19:55 10/18/2022,Table Desk    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:19:55 10/18/2022,Fan Stand SSM-16   ,Standard,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:19:55 10/18/2022,Light Emergency    ,Firefly,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:19:55 10/18/2022,"Table Office, Wooden  Brown  ",,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:19:55 10/18/2022,"Table Office, Wooden  Brown  ",,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:27:59 10/18/2022,Whiteboard     ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
11:29:27 10/18/2022,Board Cork    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,"Shelf Wall,Wooden    ",,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,0,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Shelf Wooden    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Shelf Wooden    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Shelf Wooden    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Table Side  Brown  ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Chair Steel    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Table Side  Cream  ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Table Side  Cream  ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Board Cork    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Whiteboard     ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Table Filing    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Table Side  Gray  ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Board Chart    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Table Side    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Table Desk    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Cabinet Wall    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Table Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Cabinet Filing    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Shelf Wooden    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Chair Monobloc  Brown  ,Amber,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,"Shelf Filing, Wooden    ",,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Printer Inkjet M1100   ,Epson,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Good Condition,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Computer Desktop    ,AOC,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,34450,,Kristoffer Ian Buñag,
11:31:51 10/18/2022,Computer Monitor    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,0,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Computer Desktop    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Computer Laptop/Mobile Aspire E14E5-475   ,Acer,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Printer 3-in-1 M200   ,Epson,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Printer 3-in-1 L3110   ,Epson,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Printer 3-in-1    ,Kyocera,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Printer 3-in-1 L3210   ,Epson,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Printer 3-in-1 MFC-T810W   ,Brother,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Printer Inkjet M1100   ,Epson,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Cabinet Filing    ,Corona,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"3 property number, but 1 unit only. (Donation)",Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Camera DSLR EOS 300D   ,Canon,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Computer    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"3 units total. 1 condemned, 2 found at area.",Serviceable,,8385,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Computer    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"3 units total. 1 condemned, 2 found in the area.",Serviceable,,8385,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Computer    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"3 units total. 1 condemned, 2 found in the area.",Serviceable,,8385,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"7 chairs total, 3 condemned and 4 found in the area.",Serviceable,,18165,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"7 chairs total, 3 condemned and 4 found in the area.",Serviceable,,18165,,Kristoffer Ian Buñag,
8:1:0 10/19/2022, Chair Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"7 chairs total, 3 condemned and 4 found in the area.",Serviceable,,18165,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"7 chairs total, 3 condemned and 4 found in the area.",Serviceable,,18165,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"7 chairs total, 3 condemned and 4 found in the area.",Serviceable,,18165,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"7 chairs total, 3 condemned and 4 found in the area.",Serviceable,,18165,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Chair Office    ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,"7 chairs total, 3 condemned and 4 found in the area.",Serviceable,,18165,,Kristoffer Ian Buñag,
8:1:0 10/19/2022,Television     ,,,NOT INDICATED,,,,,,,,1,MSS,,,,Purchase,,No Remarks.,Serviceable,,12680,,Kristoffer Ian Buñag,
